Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
10,NCD_BMI_18A,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,2.5 [1.5-3.8],2.47721,1.50048,3.80537,,2024-02-29T16:06:41Z,2019,01-01-2019,31-12-2019
887,NCD_BMI_18A,COUNTRY,KGZ,EUR,Europe,YEAR,2015,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,3.9 [2.7-5.3],3.86191,2.69511,5.3331,,2024-02-29T16:06:41Z,2015,01-01-2015,31-12-2015
1010,NCD_BMI_18A,COUNTRY,COL,AMR,Americas,YEAR,2009,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,3.2 [2.8-3.6],3.16554,2.75581,3.60584,,2024-02-29T16:06:41Z,2009,01-01-2009,31-12-2009
1439,NCD_BMI_18A,COUNTRY,BRN,WPR,Western Pacific,YEAR,2016,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.8 [3.1-7.1],4.84305,3.08324,7.10398,,2024-02-29T16:06:41Z,2016,01-01-2016,31-12-2016
2014,NCD_BMI_18A,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2009,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,2.8 [1.9-3.9],2.8113,1.93826,3.88003,,2024-02-29T16:06:41Z,2009,01-01-2009,31-12-2009
2365,NCD_BMI_18A,COUNTRY,MDA,EUR,Europe,YEAR,2022,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,1.1 [0.5-2.0],1.09678,0.47808,2.02862,,2024-02-29T16:06:41Z,2022,01-01-2022,31-12-2022
3735,NCD_BMI_18A,COUNTRY,SRB,EUR,Europe,YEAR,1992,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,5.0 [3.5-6.8],4.99049,3.49148,6.79094,,2024-02-29T16:06:41Z,1992,01-01-1992,31-12-1992
4437,NCD_BMI_18A,COUNTRY,PYF,WPR,Western Pacific,YEAR,2008,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,0.7 [0.3-1.5],0.72271,0.26801,1.4603,,2024-02-29T16:06:41Z,2008,01-01-2008,31-12-2008
4526,NCD_BMI_18A,COUNTRY,GNB,AFR,Africa,YEAR,2020,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,9.7 [5.3-15.2],9.70444,5.32748,15.15123,,2024-02-29T16:06:41Z,2020,01-01-2020,31-12-2020
5689,NCD_BMI_18A,COUNTRY,KNA,AMR,Americas,YEAR,2005,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,3.7 [1.6-6.9],3.696,1.55246,6.88879,,2024-02-29T16:06:41Z,2005,01-01-2005,31-12-2005
6002,NCD_BMI_18A,COUNTRY,ARG,AMR,Americas,YEAR,1998,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,2.6 [1.9-3.5],2.63496,1.92119,3.47702,,2024-02-29T16:06:41Z,1998,01-01-1998,31-12-1998
6339,NCD_BMI_18A,COUNTRY,SGP,WPR,Western Pacific,YEAR,2021,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,10.2 [7.1-13.8],10.22543,7.14427,13.78918,,2024-02-29T16:06:41Z,2021,01-01-2021,31-12-2021
7045,NCD_BMI_18A,COUNTRY,NZL,WPR,Western Pacific,YEAR,1995,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,0.9 [0.6-1.3],0.93416,0.61169,1.32897,,2024-02-29T16:06:41Z,1995,01-01-1995,31-12-1995
7652,NCD_BMI_18A,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2014,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,17.5 [15.7-19.2],17.47828,15.68609,19.24677,,2024-02-29T16:06:41Z,2014,01-01-2014,31-12-2014
9397,NCD_BMI_18A,COUNTRY,WSM,WPR,Western Pacific,YEAR,2003,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,0.6 [0.3-1.2],0.64562,0.30985,1.16779,,2024-02-29T16:06:41Z,2003,01-01-2003,31-12-2003
9398,NCD_BMI_18A,COUNTRY,GUY,AMR,Americas,YEAR,2021,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,6.4 [3.9-9.3],6.35785,3.9286,9.33156,,2024-02-29T16:06:41Z,2021,01-01-2021,31-12-2021
10454,NCD_BMI_18A,COUNTRY,ARE,EMR,Eastern Mediterranean,YEAR,1993,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.2 [2.8-5.8],4.15976,2.81603,5.82804,,2024-02-29T16:06:41Z,1993,01-01-1993,31-12-1993
10543,NCD_BMI_18A,COUNTRY,ATG,AMR,Americas,YEAR,2013,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.9 [1.0-12.7],4.94635,0.98034,12.74583,,2024-02-29T16:06:41Z,2013,01-01-2013,31-12-2013
11071,NCD_BMI_18A,COUNTRY,COD,AFR,Africa,YEAR,2016,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,15.6 [12.8-18.5],15.59187,12.79813,18.53512,,2024-02-29T16:06:41Z,2016,01-01-2016,31-12-2016
11456,NCD_BMI_18A,COUNTRY,LCA,AMR,Americas,YEAR,2015,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,3.6 [2.4-5.1],3.6447,2.40677,5.11445,,2024-02-29T16:06:41Z,2015,01-01-2015,31-12-2015
11526,NCD_BMI_18A,COUNTRY,PYF,WPR,Western Pacific,YEAR,2010,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,2.3 [1.2-3.7],2.28664,1.22973,3.73769,,2024-02-29T16:06:41Z,2010,01-01-2010,31-12-2010
13122,NCD_BMI_18A,COUNTRY,LTU,EUR,Europe,YEAR,2018,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,2.1 [1.0-3.6],2.06746,0.99799,3.61682,,2024-02-29T16:06:41Z,2018,01-01-2018,31-12-2018
14312,NCD_BMI_18A,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2005,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.1 [2.8-5.7],4.14686,2.84042,5.68221,,2024-02-29T16:06:41Z,2005,01-01-2005,31-12-2005
16724,NCD_BMI_18A,COUNTRY,CYP,EUR,Europe,YEAR,2010,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,1.9 [0.9-3.2],1.8842,0.94015,3.17007,,2024-02-29T16:06:41Z,2010,01-01-2010,31-12-2010
16985,NCD_BMI_18A,COUNTRY,RUS,EUR,Europe,YEAR,2004,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,2.3 [1.9-2.8],2.28808,1.86195,2.75744,,2024-02-29T16:06:41Z,2004,01-01-2004,31-12-2004
17346,NCD_BMI_18A,COUNTRY,CHN,WPR,Western Pacific,YEAR,2017,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.1 [3.5-4.9],4.14813,3.53458,4.85502,,2024-02-29T16:06:41Z,2017,01-01-2017,31-12-2017
17633,NCD_BMI_18A,REGION,WPR,,,YEAR,2005,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,9.8 [9.3-10.4],9.81704,9.29643,10.35787,,2024-05-23T13:37:38Z,2005,01-01-2005,31-12-2005
17808,NCD_BMI_18A,COUNTRY,KAZ,EUR,Europe,YEAR,2008,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,3.5 [2.8-4.3],3.51725,2.8012,4.3399,,2024-02-29T16:06:41Z,2008,01-01-2008,31-12-2008
18269,NCD_BMI_18A,COUNTRY,COK,WPR,Western Pacific,YEAR,2014,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,0.5 [0.2-1.0],0.50573,0.21297,0.97679,,2024-02-29T16:06:41Z,2014,01-01-2014,31-12-2014
18653,NCD_BMI_18A,WORLDBANKINCOMEGROUP,WB_LI,,,YEAR,1992,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,20.2 [18.3-22.1],20.16334,18.31807,22.07039,,2024-02-29T16:06:41Z,1992,01-01-1992,31-12-1992
19250,NCD_BMI_18A,COUNTRY,SUR,AMR,Americas,YEAR,1999,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,6.7 [2.7-12.5],6.71403,2.73906,12.45099,,2024-02-29T16:06:41Z,1999,01-01-1999,31-12-1999
19333,NCD_BMI_18A,COUNTRY,CIV,AFR,Africa,YEAR,2004,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,10.1 [7.8-12.7],10.05067,7.75277,12.7256,,2024-02-29T16:06:41Z,2004,01-01-2004,31-12-2004
20624,NCD_BMI_18A,COUNTRY,MWI,AFR,Africa,YEAR,2018,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,6.8 [5.2-8.6],6.84348,5.24415,8.61766,,2024-02-29T16:06:41Z,2018,01-01-2018,31-12-2018
20677,NCD_BMI_18A,COUNTRY,MDG,AFR,Africa,YEAR,1994,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,22.0 [18.1-26.1],21.99952,18.10554,26.07745,,2024-02-29T16:06:41Z,1994,01-01-1994,31-12-1994
20831,NCD_BMI_18A,COUNTRY,SYC,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.3 [2.6-6.6],4.31078,2.63681,6.58336,,2024-02-29T16:06:41Z,2019,01-01-2019,31-12-2019
21715,NCD_BMI_18A,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,1995,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,23.8 [19.9-27.7],23.76607,19.94402,27.70647,,2024-02-29T16:06:41Z,1995,01-01-1995,31-12-1995
21838,NCD_BMI_18A,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,1998,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,21.9 [19.6-24.3],21.94198,19.55993,24.27823,,2024-02-29T16:06:41Z,1998,01-01-1998,31-12-1998
22334,NCD_BMI_18A,COUNTRY,DOM,AMR,Americas,YEAR,2002,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.6 [3.7-5.7],4.63225,3.65564,5.70212,,2024-02-29T16:06:41Z,2002,01-01-2002,31-12-2002
22424,NCD_BMI_18A,COUNTRY,GNB,AFR,Africa,YEAR,1994,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,15.4 [10.1-21.5],15.39447,10.08439,21.52275,,2024-02-29T16:06:41Z,1994,01-01-1994,31-12-1994
22593,NCD_BMI_18A,COUNTRY,FSM,WPR,Western Pacific,YEAR,2012,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,2.1 [1.2-3.3],2.06588,1.17688,3.30863,,2024-02-29T16:06:41Z,2012,01-01-2012,31-12-2012
23011,NCD_BMI_18A,COUNTRY,DEU,EUR,Europe,YEAR,2016,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,0.9 [0.6-1.3],0.89928,0.56274,1.34333,,2024-02-29T16:06:41Z,2016,01-01-2016,31-12-2016
24003,NCD_BMI_18A,COUNTRY,POL,EUR,Europe,YEAR,1998,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,1.8 [1.4-2.2],1.78785,1.41685,2.23348,,2024-02-29T16:06:41Z,1998,01-01-1998,31-12-1998
24044,NCD_BMI_18A,COUNTRY,PHL,WPR,Western Pacific,YEAR,2000,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,15.1 [13.7-16.6],15.12864,13.65574,16.57452,,2024-02-29T16:06:41Z,2000,01-01-2000,31-12-2000
24778,NCD_BMI_18A,COUNTRY,RWA,AFR,Africa,YEAR,1992,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,13.8 [10.4-17.5],13.81545,10.41669,17.48963,,2024-02-29T16:06:41Z,1992,01-01-1992,31-12-1992
25069,NCD_BMI_18A,COUNTRY,CAF,AFR,Africa,YEAR,2016,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,23.1 [17.9-28.8],23.08674,17.85252,28.78854,,2024-02-29T16:06:41Z,2016,01-01-2016,31-12-2016
25117,NCD_BMI_18A,COUNTRY,SLB,WPR,Western Pacific,YEAR,2014,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,3.6 [2.2-5.2],3.60475,2.22043,5.22043,,2024-02-29T16:06:41Z,2014,01-01-2014,31-12-2014
26031,NCD_BMI_18A,COUNTRY,NRU,WPR,Western Pacific,YEAR,2010,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,0.5 [0.2-0.8],0.45219,0.23112,0.79401,,2024-02-29T16:06:41Z,2010,01-01-2010,31-12-2010
26852,NCD_BMI_18A,COUNTRY,BEN,AFR,Africa,YEAR,2008,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,11.1 [8.3-14.2],11.10372,8.31309,14.18548,,2024-02-29T16:06:41Z,2008,01-01-2008,31-12-2008
26941,NCD_BMI_18A,COUNTRY,URY,AMR,Americas,YEAR,2010,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,2.3 [1.4-3.4],2.29895,1.41827,3.40114,,2024-02-29T16:06:41Z,2010,01-01-2010,31-12-2010
27276,NCD_BMI_18A,COUNTRY,TJK,EUR,Europe,YEAR,1999,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,7.3 [4.9-10.1],7.3013,4.92277,10.13657,,2024-02-29T16:06:41Z,1999,01-01-1999,31-12-1999
27818,NCD_BMI_18A,COUNTRY,VNM,WPR,Western Pacific,YEAR,2007,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,24.8 [23.1-26.4],24.77812,23.14167,26.43776,,2024-02-29T16:06:41Z,2007,01-01-2007,31-12-2007
28007,NCD_BMI_18A,COUNTRY,MDV,SEAR,South-East Asia,YEAR,2003,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,15.0 [12.1-18.0],14.96136,12.12326,18.04745,,2024-02-29T16:06:41Z,2003,01-01-2003,31-12-2003
28533,NCD_BMI_18A,COUNTRY,MHL,WPR,Western Pacific,YEAR,2009,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,1.8 [1.2-2.6],1.81234,1.20099,2.56229,,2024-02-29T16:06:41Z,2009,01-01-2009,31-12-2009
29692,NCD_BMI_18A,COUNTRY,PRY,AMR,Americas,YEAR,2004,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,3.3 [1.8-5.4],3.28343,1.80073,5.39558,,2024-02-29T16:06:41Z,2004,01-01-2004,31-12-2004
29994,NCD_BMI_18A,COUNTRY,GTM,AMR,Americas,YEAR,2013,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,2.0 [1.5-2.5],1.9585,1.53283,2.46971,,2024-02-29T16:06:41Z,2013,01-01-2013,31-12-2013
31126,NCD_BMI_18A,COUNTRY,ARG,AMR,Americas,YEAR,1999,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,2.0 [1.1-3.1],1.9625,1.11095,3.13659,,2024-02-29T16:06:41Z,1999,01-01-1999,31-12-1999
31555,NCD_BMI_18A,COUNTRY,SEN,AFR,Africa,YEAR,2002,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,14.7 [12.3-17.2],14.66281,12.28371,17.24753,,2024-02-29T16:06:41Z,2002,01-01-2002,31-12-2002
31635,NCD_BMI_18A,COUNTRY,NRU,WPR,Western Pacific,YEAR,2015,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,0.4 [0.2-0.8],0.43344,0.19045,0.84233,,2024-02-29T16:06:41Z,2015,01-01-2015,31-12-2015
31778,NCD_BMI_18A,COUNTRY,KNA,AMR,Americas,YEAR,2020,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,2.9 [1.3-5.4],2.90832,1.25353,5.4251,,2024-02-29T16:06:41Z,2020,01-01-2020,31-12-2020
32816,NCD_BMI_18A,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2003,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,9.6 [7.0-12.6],9.61199,6.95855,12.60819,,2024-02-29T16:06:41Z,2003,01-01-2003,31-12-2003
32845,NCD_BMI_18A,COUNTRY,GRC,EUR,Europe,YEAR,2012,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,1.9 [1.5-2.3],1.90233,1.52684,2.3191,,2024-02-29T16:06:41Z,2012,01-01-2012,31-12-2012
35210,NCD_BMI_18A,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,1991,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,27.9 [23.9-32.2],27.92479,23.85844,32.2102,,2024-02-29T16:06:41Z,1991,01-01-1991,31-12-1991
35484,NCD_BMI_18A,COUNTRY,CYP,EUR,Europe,YEAR,2000,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,0.9 [0.2-2.0],0.86605,0.23759,1.95135,,2024-02-29T16:06:41Z,2000,01-01-2000,31-12-2000
35764,NCD_BMI_18A,COUNTRY,SYR,EMR,Eastern Mediterranean,YEAR,2020,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,2.9 [1.0-6.0],2.91355,0.9744,6.01779,,2024-02-29T16:06:41Z,2020,01-01-2020,31-12-2020
35900,NCD_BMI_18A,COUNTRY,TTO,AMR,Americas,YEAR,2001,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,6.4 [4.8-8.3],6.42359,4.77151,8.26304,,2024-02-29T16:06:41Z,2001,01-01-2001,31-12-2001
35995,NCD_BMI_18A,COUNTRY,GHA,AFR,Africa,YEAR,1994,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,11.4 [9.1-13.8],11.39789,9.06615,13.81186,,2024-02-29T16:06:41Z,1994,01-01-1994,31-12-1994
36486,NCD_BMI_18A,COUNTRY,BLR,EUR,Europe,YEAR,2008,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.2 [2.4-6.5],4.18412,2.37904,6.48366,,2024-02-29T16:06:41Z,2008,01-01-2008,31-12-2008
36827,NCD_BMI_18A,COUNTRY,SLV,AMR,Americas,YEAR,1996,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.0 [2.6-5.7],3.97758,2.60401,5.69546,,2024-02-29T16:06:41Z,1996,01-01-1996,31-12-1996
37390,NCD_BMI_18A,COUNTRY,COK,WPR,Western Pacific,YEAR,2002,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,0.6 [0.2-1.3],0.64735,0.21627,1.34637,,2024-02-29T16:06:41Z,2002,01-01-2002,31-12-2002
38030,NCD_BMI_18A,COUNTRY,FRA,EUR,Europe,YEAR,2020,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.5 [3.7-5.4],4.50849,3.71086,5.39097,,2024-02-29T16:06:41Z,2020,01-01-2020,31-12-2020
38723,NCD_BMI_18A,COUNTRY,MHL,WPR,Western Pacific,YEAR,1999,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,1.7 [0.8-3.1],1.74594,0.81623,3.08348,,2024-02-29T16:06:41Z,1999,01-01-1999,31-12-1999
39448,NCD_BMI_18A,COUNTRY,LSO,AFR,Africa,YEAR,2004,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,9.2 [7.2-11.4],9.17348,7.1556,11.35223,,2024-02-29T16:06:41Z,2004,01-01-2004,31-12-2004
39821,NCD_BMI_18A,COUNTRY,SWZ,AFR,Africa,YEAR,2019,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,5.8 [3.1-9.3],5.84067,3.14665,9.33817,,2024-02-29T16:06:41Z,2019,01-01-2019,31-12-2019
39883,NCD_BMI_18A,COUNTRY,BHS,AMR,Americas,YEAR,1999,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,3.9 [1.8-7.0],3.87229,1.765,7.01475,,2024-02-29T16:06:41Z,1999,01-01-1999,31-12-1999
39949,NCD_BMI_18A,COUNTRY,COG,AFR,Africa,YEAR,1994,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,17.8 [14.6-21.1],17.78756,14.55415,21.064,,2024-02-29T16:06:41Z,1994,01-01-1994,31-12-1994
40036,NCD_BMI_18A,COUNTRY,NOR,EUR,Europe,YEAR,2015,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,1.3 [0.9-1.8],1.3176,0.90191,1.84798,,2024-02-29T16:06:41Z,2015,01-01-2015,31-12-2015
40194,NCD_BMI_18A,COUNTRY,CIV,AFR,Africa,YEAR,1997,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,9.9 [7.7-12.6],9.92493,7.68031,12.57456,,2024-02-29T16:06:41Z,1997,01-01-1997,31-12-1997
40550,NCD_BMI_18A,COUNTRY,COD,AFR,Africa,YEAR,1992,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,20.6 [15.1-26.3],20.57032,15.13872,26.31336,,2024-02-29T16:06:41Z,1992,01-01-1992,31-12-1992
40889,NCD_BMI_18A,COUNTRY,LKA,SEAR,South-East Asia,YEAR,1993,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,33.2 [26.9-39.3],33.22448,26.92391,39.27583,,2024-02-29T16:06:41Z,1993,01-01-1993,31-12-1993
42493,NCD_BMI_18A,COUNTRY,MLT,EUR,Europe,YEAR,2008,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,1.0 [0.4-2.1],1.04786,0.40416,2.10273,,2024-02-29T16:06:41Z,2008,01-01-2008,31-12-2008
42821,NCD_BMI_18A,COUNTRY,KHM,WPR,Western Pacific,YEAR,2004,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,15.3 [10.8-20.4],15.3158,10.7686,20.41972,,2024-02-29T16:06:41Z,2004,01-01-2004,31-12-2004
43622,NCD_BMI_18A,COUNTRY,SEN,AFR,Africa,YEAR,2020,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,19.2 [13.8-24.9],19.22676,13.8121,24.8959,,2024-02-29T16:06:41Z,2020,01-01-2020,31-12-2020
43927,NCD_BMI_18A,COUNTRY,KOR,WPR,Western Pacific,YEAR,2015,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.7 [4.4-5.0],4.71993,4.40432,5.04765,,2024-02-29T16:06:41Z,2015,01-01-2015,31-12-2015
44176,NCD_BMI_18A,COUNTRY,TJK,EUR,Europe,YEAR,1992,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,8.5 [5.0-13.1],8.54508,4.98383,13.10782,,2024-02-29T16:06:41Z,1992,01-01-1992,31-12-1992
45132,NCD_BMI_18A,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2009,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,3.6 [3.1-4.1],3.58083,3.08605,4.13943,,2024-02-29T16:06:41Z,2009,01-01-2009,31-12-2009
45835,NCD_BMI_18A,COUNTRY,GNQ,AFR,Africa,YEAR,1990,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,14.1 [8.1-21.4],14.12223,8.08405,21.35106,,2024-02-29T16:06:41Z,1990,01-01-1990,31-12-1990
46327,NCD_BMI_18A,COUNTRY,MNG,WPR,Western Pacific,YEAR,1995,SEX,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.2 [2.6-6.2],4.16544,2.60473,6.23822,,2024-02-29T16:06:41Z,1995,01-01-1995,31-12-1995
46345,NCD_BMI_18A,COUNTRY,LCA,AMR,Americas,YEAR,2002,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,5.5 [3.9-7.5],5.52492,3.89322,7.46485,,2024-02-29T16:06:41Z,2002,01-01-2002,31-12-2002
46478,NCD_BMI_18A,COUNTRY,BIH,EUR,Europe,YEAR,1990,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,3.9 [1.6-7.3],3.86048,1.61895,7.29611,,2024-02-29T16:06:41Z,1990,01-01-1990,31-12-1990
47536,NCD_BMI_18A,COUNTRY,BHS,AMR,Americas,YEAR,2004,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,3.9 [2.5-5.7],3.90092,2.45182,5.72701,,2024-02-29T16:06:41Z,2004,01-01-2004,31-12-2004
47839,NCD_BMI_18A,COUNTRY,SUR,AMR,Americas,YEAR,2007,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,7.3 [4.5-10.7],7.2713,4.52367,10.72892,,2024-02-29T16:06:41Z,2007,01-01-2007,31-12-2007
48438,NCD_BMI_18A,COUNTRY,MHL,WPR,Western Pacific,YEAR,2002,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,1.9 [1.2-2.7],1.87626,1.19571,2.73977,,2024-02-29T16:06:41Z,2002,01-01-2002,31-12-2002
49728,NCD_BMI_18A,COUNTRY,STP,AFR,Africa,YEAR,2022,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,6.4 [4.5-8.7],6.41879,4.51596,8.74648,,2024-02-29T16:06:41Z,2022,01-01-2022,31-12-2022
